Players_1,Players_2,Players_3,Players_4,Players_5,Players_6,Players_7,Players_8,Players_9,Players_10,Players_11,Players_12
CM Edwards,DN Wyatt,SJ Taylor,LS Greenway,A Brindle,KH Brunt,IT Guha,JL Gunn,LA Marsh,D Hazell,0,SA Fritz
CM Edwards,DN Wyatt,SJ Taylor,LS Greenway,A Brindle,HC Knight,JL Gunn,LA Marsh,GA Elwiss,D Hazell,0,AL Hodgkinson
SA Fritz,T Chetty,AL Hodgkinson,M du Preez,M Kapp,Y van der Westhuizen,S Loubser,D van Niekerk,D Devnarain,S Ismail,M Klaas,CM Edwards
WU Tharanga,TM Dilshan,KC Sangakkara,LD Chandimal,DPMD Jayawardene,AD Mathews,CKB Kulasekara,S Prasanna,SL Malinga,RAS Lakmal,CRD Fernando,Mohammad Hafeez
WU Tharanga,TM Dilshan,KC Sangakkara,LD Chandimal,DPMD Jayawardene,AD Mathews,BMAJ Mendis,NLTC Perera,SL Malinga,CRD Fernando,S Prasanna,Mohammad Hafeez
Mohammad Hafeez,Imran Farhat,Abdul Razzaq,Younis Khan,Umar Akmal,Misbah-ul-Haq,Shahid Afridi,Sarfraz Ahmed,Sohail Tanvir,Umar Gul,Saeed Ajmal,WU Tharanga
Mohammad Hafeez,Imran Farhat,Younis Khan,Misbah-ul-Haq,Shoaib Malik,Umar Akmal,Shahid Afridi,Sarfraz Ahmed,Saeed Ajmal,Umar Gul,Aizaz Cheema,WU Tharanga
WU Tharanga,TM Dilshan,LD Chandimal,KC Sangakkara,LPC Silva,AD Mathews,BMAJ Mendis,NLTC Perera,S Prasanna,SL Malinga,CRD Fernando,Mohammad Hafeez
AN Cook,KP Pietersen,IJL Trott,RS Bopara,EJG Morgan,C Kieswetter,SR Patel,SCJ Broad,GP Swann,ST Finn,JM Anderson,Mohammad Hafeez
AN Cook,KP Pietersen,IJL Trott,RS Bopara,EJG Morgan,ST Finn,JM Anderson,SCJ Broad,GP Swann,SR Patel,0,Mohammad Hafeez
Mohammad Hafeez,Imran Farhat,Azhar Ali,Asad Shafiq,Misbah-ul-Haq,Umar Akmal,Shahid Afridi,Adnan Akmal,Umar Gul,Saeed Ajmal,Aizaz Cheema,AN Cook
Mohammad Hafeez,Azhar Ali,Asad Shafiq,Umar Akmal,Shoaib Malik,Misbah-ul-Haq,Shahid Afridi,Adnan Akmal,Abdur Rehman,Saeed Ajmal,Junaid Khan,AN Cook
LMP Simmons,AB Barath,MN Samuels,DM Bravo,KA Pollard,DP Hyatt,AD Russell,R Rampaul,KAJ Roach,D Bishoo,0,Tamim Iqbal
Tamim Iqbal,Imrul Kayes,Mohammad Ashraful,Shakib Al Hasan,Mushfiqur Rahim,Alok Kapali,Naeem Islam,Nasir Hossain,Abdur Razzak,Shafiul Islam,Rubel Hossain,LMP Simmons
DP Hyatt,KOA Powell,MN Samuels,KA Pollard,DJG Sammy,DM Bravo,D Ramdin,CR Brathwaite,AD Russell,KAJ Roach,A Martin,Tamim Iqbal
WTS Porterfield,PR Stirling,EC Joyce,NJ O'Brien,GC Wilson,KJ O'Brien,AR Cusack,DT Johnston,NG Jones,WB Rankin,GH Dockrell,DA Warner
G Gambhir,V Sehwag,V Kohli,Yuvraj Singh,SK Raina,MS Dhoni,RG Sharma,Z Khan,IK Pathan,L Balaji,R Ashwin,Mohammad Shahzad
Mohammad Hafeez,Imran Nazir,Nasir Jamshed,Kamran Akmal,Umar Akmal,Shoaib Malik,Shahid Afridi,Sohail Tanvir,Umar Gul,Yasir Arafat,Saeed Ajmal,RJ Nicol
G Gambhir,IK Pathan,V Kohli,RG Sharma,MS Dhoni,SK Raina,L Balaji,AB Dinda,Harbhajan Singh,PP Chawla,Yuvraj Singh,C Kieswetter
M Kapp,T Chetty,SM Benade,AL Hodgkinson,M du Preez,SA Fritz,D van Niekerk,S Ismail,S Loubser,0,0,SR Taylor
Sana Mir,Qanita Jalil,Nain Abidi,Bismah Maroof,Javeria Khan,Asmavia Iqbal,Nida Dar,Marina Iqbal,Batool Fatima,Sumaiya Siddiqi,Sadia Yousuf,S Naik
DR Smith,CH Gayle,LMP Simmons,MN Samuels,DJ Bravo,KA Pollard,R Rampaul,FH Edwards,SP Narine,DJG Sammy,0,C Kieswetter
AN Cook,IJL Trott,IR Bell,RS Bopara,EJG Morgan,C Kieswetter,TT Bresnan,SCJ Broad,JM Anderson,ST Finn,GP Swann,LMP Simmons
LMP Simmons,CH Gayle,DR Smith,MN Samuels,KA Pollard,DJ Bravo,DJG Sammy,D Ramdin,TL Best,SP Narine,R Rampaul,AN Cook
AN Cook,IR Bell,IJL Trott,RS Bopara,EJG Morgan,C Kieswetter,JM Anderson,ST Finn,TT Bresnan,SCJ Broad,GP Swann,SR Watson
SR Watson,DA Warner,PJ Forrest,MJ Clarke,GJ Bailey,DJ Hussey,MS Wade,B Lee,MG Johnson,CJ McKay,XJ Doherty,AN Cook
SR Watson,DA Warner,PJ Forrest,MJ Clarke,GJ Bailey,DJ Hussey,MS Wade,B Lee,CJ McKay,JL Pattinson,BW Hilfenhaus,AN Cook
MS Wade,DA Warner,PJ Forrest,SPD Smith,MJ Clarke,DJ Hussey,GJ Bailey,JL Pattinson,CJ McKay,BW Hilfenhaus,XJ Doherty,AN Cook
GC Smith,HM Amla,JP Duminy,D Elgar,AB de Villiers,F du Plessis,WD Parnell,LL Tsotsobe,R McLaren,M Morkel,RJ Peterson,AN Cook
HM Amla,GC Smith,D Elgar,AB de Villiers,F du Plessis,JP Duminy,WD Parnell,RJ Peterson,DW Steyn,M Morkel,LL Tsotsobe,AN Cook
GC Smith,HM Amla,JP Duminy,AB de Villiers,F du Plessis,D Elgar,WD Parnell,RJ Peterson,R McLaren,DW Steyn,LL Tsotsobe,AN Cook
AN Cook,IR Bell,RS Bopara,JM Bairstow,EJG Morgan,C Kieswetter,SR Patel,CR Woakes,JC Tredwell,JM Anderson,JW Dernbach,HM Amla
Mohammad Hafeez,Nasir Jamshed,Younis Khan,Umar Akmal,Asad Shafiq,Misbah-ul-Haq,Shahid Afridi,Sarfraz Ahmed,Umar Gul,Saeed Ajmal,Aizaz Cheema,Tamim Iqbal
DPMD Jayawardene,TM Dilshan,KC Sangakkara,LD Chandimal,HDRL Thirimanne,WU Tharanga,MF Maharoof,KMDN Kulasekara,S Prasanna,SL Malinga,RAS Lakmal,Mohammad Hafeez
DPMD Jayawardene,TM Dilshan,KC Sangakkara,CK Kapugedera,HDRL Thirimanne,WU Tharanga,MF Maharoof,KMDN Kulasekara,SMSM Senanayake,SL Malinga,RAS Lakmal,Tamim Iqbal
LMP Simmons,AB Barath,MN Samuels,DM Bravo,DP Hyatt,KA Pollard,D Ramdin,DJG Sammy,AD Russell,KAJ Roach,A Martin,PA Patel
LMP Simmons,AB Barath,MN Samuels,DM Bravo,DP Hyatt,D Ramdin,KA Pollard,DJG Sammy,AD Russell,R Rampaul,KAJ Roach,PA Patel
LMP Simmons,DP Hyatt,MN Samuels,DM Bravo,D Ramdin,KA Pollard,AD Russell,DJG Sammy,KAJ Roach,R Rampaul,SP Narine,PA Patel
G Gambhir,V Sehwag,SK Raina,RA Jadeja,RG Sharma,V Kohli,PA Patel,R Vinay Kumar,R Ashwin,A Mithun,R Sharma,LMP Simmons
G Gambhir,AM Rahane,PA Patel,MK Tiwary,V Kohli,RG Sharma,SK Raina,IK Pathan,A Mithun,RA Jadeja,R Sharma,LMP Simmons
Mohammad Hafeez,Imran Farhat,Asad Shafiq,Umar Akmal,Misbah-ul-Haq,Shoaib Malik,Shahid Afridi,Sohail Tanvir,Umar Gul,Saeed Ajmal,Aizaz Cheema,Naeem Islam
Tamim Iqbal,Naeem Islam,Shahriar Nafees,Mushfiqur Rahim,Shakib Al Hasan,Mahmudullah,Nasir Hossain,Farhad Reza,Abdur Razzak,Shafiul Islam,Rubel Hossain,Mohammad Hafeez
Mohammad Hafeez,Imran Farhat,Younis Khan,Misbah-ul-Haq,Umar Akmal,Shoaib Malik,Shahid Afridi,Sarfraz Ahmed,Sohail Tanvir,Umar Gul,Saeed Ajmal,Tamim Iqbal
Mohammad Hafeez,Younis Khan,Asad Shafiq,Misbah-ul-Haq,Umar Akmal,Shoaib Malik,Shahid Afridi,Abdur Rehman,Sohail Tanvir,Umar Gul,Saeed Ajmal,Tamim Iqbal
SR Watson,DA Warner,PJ Forrest,MEK Hussey,DJ Hussey,GJ Bailey,MS Wade,DT Christian,B Lee,CJ McKay,XJ Doherty,KOA Powell
SR Watson,DA Warner,PJ Forrest,MEK Hussey,DJ Hussey,GJ Bailey,DT Christian,MS Wade,CJ McKay,B Lee,XJ Doherty,KOA Powell
SR Watson,DA Warner,MS Wade,GJ Bailey,MEK Hussey,DJ Hussey,DT Christian,B Lee,CJ McKay,XJ Doherty,NM Lyon,KOA Powell
J Charles,AB Barath,MN Samuels,DM Bravo,DJ Bravo,KA Pollard,AD Russell,DJG Sammy,CS Baugh,KAJ Roach,SP Narine,SR Watson
SR Watson,DA Warner,PJ Forrest,GJ Bailey,B Lee,MEK Hussey,DJ Hussey,MS Wade,CJ McKay,XJ Doherty,BW Hilfenhaus,J Charles
CM Edwards,TT Beaumont,SJ Taylor,A Brindle,HC Knight,JL Gunn,LA Marsh,DN Wyatt,KH Brunt,D Hazell,GA Elwiss,PG Raut
PG Raut,MR Meshram,M Raj,H Kaur,V Krishnamurthy,S Naik,J Goswami,A Sharma,N Niranjana,A Das,G Sultana,CM Edwards
PG Raut,MR Meshram,M Raj,H Kaur,V Krishnamurthy,R Malhotra,S Naik,J Goswami,N Niranjana,G Sultana,A Das,CM Edwards
S Naik,PG Raut,M Raj,H Kaur,V Krishnamurthy,G Sultana,R Malhotra,A Sharma,J Goswami,N Niranjana,S Sharma,CM Edwards
WTS Porterfield,PR Stirling,AR Cusack,EC Joyce,GC Wilson,KJ O'Brien,AR White,JF Mooney,DT Johnston,GH Dockrell,WB Rankin,DO Obuya
Karim Sadiq,Javed Ahmadi,Mohammad Shahzad,Nawroz Mangal,Asghar Stanikzai,Mohammad Nabi,Samiullah Shenwari,Gulbadin Naib,Zakiullah Zaki,Dawlat Zadran,Izatullah Dawlatzai,SJ Myburgh
Karim Sadiq,Noor Ali Zadran,Mohammad Shahzad,Nawroz Mangal,Mohammad Nabi,Gulbadin Naib,Samiullah Shenwari,Mirwais Ashraf,Dawlat Zadran,Amir Hamza,Shapoor Zadran,Mohammad Hafeez
Karim Sadiq,Shabir Noori,Mohammad Shahzad,Nawroz Mangal,Samiullah Shenwari,Mohammad Nabi,Gulbadin Naib,Mirwais Ashraf,Dawlat Zadran,Izatullah Dawlatzai,Zamir Khan,H Patel
M Vijay,SK Raina,F du Plessis,S Badrinath,RA Jadeja,MS Dhoni,DJ Bravo,JA Morkel,R Ashwin,DE Bollinger,SB Jakati,DJ Harris
PA Patel,S Dhawan,B Chipli,DT Christian,KC Sangakkara,CL White,DB Ravi Teja,A Mishra,DW Steyn,Ankit Sharma,Anand Rajan,TL Suman
R Dravid,AM Rahane,AL Menaria,SP Goswami,OA Shah,BJ Hodge,J Botha,A Singh,AA Chavan,GB Hogg,SK Trivedi,JH Kallis
JEC Franklin,SR Tendulkar,RG Sharma,KD Karthik,KA Pollard,Harbhajan Singh,AT Rayudu,NLTC Perera,MM Patel,RP Singh,PP Ojha,N Saini
V Kohli,TM Dilshan,MA Agarwal,CH Gayle,AB de Villiers,Z Khan,R Vinay Kumar,DL Vettori,KP Appanna,HV Patel,0,R Dravid
MA Agarwal,V Kohli,CH Gayle,AB de Villiers,AB McDonald,AUK Pathan,SS Tiwary,Z Khan,R Vinay Kumar,DL Vettori,KP Appanna,Mandeep Singh
DJ Harris,S Dhawan,CL White,KC Sangakkara,DW Steyn,V Pratap Singh,Anand Rajan,A Ashish Reddy,A Mishra,0,0,TM Dilshan
DA Warner,V Sehwag,DPMD Jayawardene,LRPL Taylor,IK Pathan,Y Nagar,NV Ojha,S Nadeem,VR Aaron,M Morkel,UT Yadav,BB McCullum
BB McCullum,G Gambhir,JH Kallis,Shakib Al Hasan,MK Tiwary,YK Pathan,L Balaji,Iqbal Abdulla,SP Narine,R Bhatia,0,RV Uthappa
S Dhawan,PA Reddy,KC Sangakkara,CL White,JP Duminy,PA Patel,A Ashish Reddy,DW Steyn,MS Gony,V Pratap Singh,A Mishra,CH Gayle
M Vijay,MEK Hussey,SK Raina,S Badrinath,MS Dhoni,RA Jadeja,DJ Bravo,SB Jakati,BW Hilfenhaus,R Ashwin,JA Morkel,SR Tendulkar
MEK Hussey,M Vijay,SK Raina,MS Dhoni,BW Hilfenhaus,JA Morkel,R Ashwin,DJ Bravo,SB Jakati,0,0,MS Bisla
WTS Porterfield,PR Stirling,EC Joyce,NJ O'Brien,GC Wilson,KJ O'Brien,AR Cusack,JF Mooney,DT Johnston,TJ Murtagh,GH Dockrell,Karim Sadiq
RJ Nicol,MJ Guptill,DR Flynn,KS Williamson,DG Brownlie,BJ Watling,JDP Oram,AM Ellis,KD Mills,TG Southee,TS Nethula,LMP Simmons
LMP Simmons,CH Gayle,DR Smith,MN Samuels,KA Pollard,DJ Bravo,DJG Sammy,AD Russell,R Rampaul,SP Narine,0,RJ Nicol
RJ Nicol,MJ Guptill,DR Flynn,KS Williamson,TWM Latham,BJ Watling,NL McCullum,JDP Oram,KD Mills,TG Southee,TA Boult,J Charles
J Charles,CH Gayle,DR Smith,MN Samuels,DJ Bravo,KA Pollard,DC Thomas,DJG Sammy,AD Russell,SP Narine,TL Best,RJ Nicol
J Charles,CH Gayle,DR Smith,MN Samuels,DJ Bravo,KA Pollard,DC Thomas,DJG Sammy,AD Russell,SP Narine,TL Best,RJ Nicol
DPMD Jayawardene,TM Dilshan,KC Sangakkara,LD Chandimal,WU Tharanga,AD Mathews,HDRL Thirimanne,NLTC Perera,KMDN Kulasekara,HMRKB Herath,SL Malinga,Mohammad Hafeez
WU Tharanga,TM Dilshan,KC Sangakkara,LD Chandimal,DPMD Jayawardene,NLTC Perera,KMDN Kulasekara,SL Malinga,AD Mathews,HMRKB Herath,0,Mohammad Hafeez
WU Tharanga,TM Dilshan,KC Sangakkara,LD Chandimal,DPMD Jayawardene,NLTC Perera,AD Mathews,HDRL Thirimanne,KMDN Kulasekara,SL Malinga,S Weerakoon,Mohammad Hafeez
Imran Farhat,Mohammad Hafeez,Azhar Ali,Asad Shafiq,Misbah-ul-Haq,Umar Akmal,Shahid Afridi,Sohail Tanvir,Umar Gul,Mohammad Sami,0,WU Tharanga
G Gambhir,V Sehwag,V Kohli,RG Sharma,SK Raina,MS Dhoni,IK Pathan,R Ashwin,Z Khan,UT Yadav,PP Ojha,WU Tharanga
G Gambhir,V Sehwag,V Kohli,RG Sharma,SK Raina,MS Dhoni,IK Pathan,R Ashwin,Z Khan,PP Ojha,UT Yadav,WU Tharanga
WU Tharanga,TM Dilshan,KC Sangakkara,LD Chandimal,DPMD Jayawardene,AD Mathews,BMAJ Mendis,SL Malinga,NLTC Perera,I Udana,HMRKB Herath,G Gambhir
WU Tharanga,TM Dilshan,HDRL Thirimanne,LD Chandimal,DPMD Jayawardene,AD Mathews,BMAJ Mendis,NLTC Perera,HMRKB Herath,SL Malinga,N Pradeep,G Gambhir
G Gambhir,AM Rahane,V Kohli,RG Sharma,MK Tiwary,SK Raina,MS Dhoni,IK Pathan,R Ashwin,Z Khan,AB Dinda,WU Tharanga
AN Cook,IR Bell,KP Pietersen,EJG Morgan,C Kieswetter,SR Patel,ST Finn,JW Dernbach,TT Bresnan,JC Tredwell,JE Root,AM Rahane
AM Rahane,G Gambhir,Yuvraj Singh,V Kohli,SK Raina,MS Dhoni,RA Jadeja,R Ashwin,B Kumar,Mohammed Shami,I Sharma,AN Cook
AN Cook,IR Bell,KP Pietersen,JE Root,EJG Morgan,C Kieswetter,SR Patel,TT Bresnan,JC Tredwell,ST Finn,JW Dernbach,G Gambhir
AN Cook,IR Bell,KP Pietersen,EJG Morgan,SR Patel,JE Root,JC Buttler,TT Bresnan,JC Tredwell,ST Finn,JW Dernbach,G Gambhir
G Gambhir,RG Sharma,V Kohli,Yuvraj Singh,SK Raina,MS Dhoni,RA Jadeja,R Ashwin,B Kumar,Mohammed Shami,I Sharma,AN Cook
AN Cook,IR Bell,IJL Trott,JE Root,EJG Morgan,JC Buttler,CR Woakes,TT Bresnan,GP Swann,JM Anderson,JW Dernbach,L Ronchi
MJ Guptill,L Ronchi,KS Williamson,LRPL Taylor,BB McCullum,MJ McClenaghan,KD Mills,DAJ Bracewell,NL McCullum,JEC Franklin,GD Elliott,AN Cook
WTS Porterfield,PR Stirling,EC Joyce,NJ O'Brien,GC Wilson,KJ O'Brien,JF Mooney,DT Johnston,MC Sorensen,TJ Murtagh,GH Dockrell,MA Carberry
SE Marsh,SR Watson,AJ Finch,MJ Clarke,GJ Bailey,AC Voges,MS Wade,JP Faulkner,MG Johnson,CJ McKay,Fawad Ahmed,KP Pietersen
AJ Finch,SR Watson,SE Marsh,MJ Clarke,GJ Bailey,AC Voges,MS Wade,JP Faulkner,MG Johnson,CJ McKay,NM Coulter-Nile,MA Carberry
PJ Hughes,AJ Finch,SR Watson,MS Wade,MJ Clarke,GJ Bailey,AC Voges,JP Faulkner,MG Johnson,CJ McKay,Fawad Ahmed,MA Carberry
CA Ingram,RJ Peterson,HM Amla,F du Plessis,AB de Villiers,JP Duminy,DA Miller,R McLaren,CH Morris,RK Kleinveldt,LL Tsotsobe,AN Cook
MDKJ Perera,TM Dilshan,KC Sangakkara,HDRL Thirimanne,DPMD Jayawardene,AD Mathews,BMAJ Mendis,NLTC Perera,KMDN Kulasekara,SL Malinga,HMRKB Herath,RG Sharma
HM Amla,GC Smith,CA Ingram,AB de Villiers,F du Plessis,Q de Kock,R McLaren,RJ Peterson,RK Kleinveldt,DW Steyn,LL Tsotsobe,RJ Nicol
MJ Guptill,BJ Watling,KS Williamson,GD Elliott,BB McCullum,C Munro,JEC Franklin,JDS Neesham,NL McCullum,KD Mills,MJ McClenaghan,Q de Kock
MJ Guptill,BJ Watling,KS Williamson,GD Elliott,BB McCullum,C Munro,JEC Franklin,NL McCullum,JDS Neesham,KD Mills,MJ McClenaghan,Q de Kock
GC Smith,HM Amla,AB de Villiers,CA Ingram,F du Plessis,F Behardien,LL Tsotsobe,KJ Abbott,RK Kleinveldt,RJ Peterson,R McLaren,Mohammad Hafeez
HM Amla,GC Smith,CA Ingram,AB de Villiers,F du Plessis,F Behardien,R McLaren,RJ Peterson,KJ Abbott,DW Steyn,LL Tsotsobe,Nasir Jamshed
GC Smith,HM Amla,CA Ingram,AB de Villiers,F du Plessis,F Behardien,R McLaren,DW Steyn,LL Tsotsobe,RK Kleinveldt,RJ Peterson,Nasir Jamshed
HM Amla,CA Ingram,AB de Villiers,GC Smith,F Behardien,DA Miller,R McLaren,RJ Peterson,RK Kleinveldt,DW Steyn,LL Tsotsobe,Imran Farhat
Imran Farhat,Mohammad Hafeez,Kamran Akmal,Younis Khan,Misbah-ul-Haq,Shoaib Malik,Shahid Afridi,Wahab Riaz,Saeed Ajmal,Junaid Khan,Mohammad Irfan,HM Amla
AN Cook,IR Bell,IJL Trott,JE Root,EJG Morgan,JC Buttler,CR Woakes,SCJ Broad,GP Swann,ST Finn,JM Anderson,BJ Watling
BJ Watling,HD Rutherford,KS Williamson,LRPL Taylor,GD Elliott,BB McCullum,JEC Franklin,NL McCullum,TG Southee,KD Mills,TA Boult,AN Cook
BJ Watling,KS Williamson,HD Rutherford,LRPL Taylor,GD Elliott,BB McCullum,JEC Franklin,NL McCullum,AM Ellis,KD Mills,TG Southee,AN Cook
Mohammad Hafeez,Nasir Jamshed,Azhar Ali,Asad Shafiq,Misbah-ul-Haq,Umar Akmal,Kamran Akmal,Shahid Afridi,Sohail Tanvir,Saeed Ajmal,Aizaz Cheema,DA Warner
MS Wade,DA Warner,MJ Clarke,MEK Hussey,DJ Hussey,GJ Bailey,GJ Maxwell,DT Christian,MG Johnson,JL Pattinson,MA Starc,Mohammad Hafeez
Mohammad Hafeez,Nasir Jamshed,Shahid Afridi,Asad Shafiq,Misbah-ul-Haq,Umar Akmal,Azhar Ali,Kamran Akmal,Abdur Rehman,Junaid Khan,Saeed Ajmal,DA Warner
TD Paine,RT Ponting,TR Birt,OA Shah,GJ Bailey,SB Styris,JJ Krejza,B Laughlin,MG Hogan,XJ Doherty,DE Bollinger,AJ Finch
LA Pomersbach,PJ Forrest,JA Burns,DT Christian,CA Lynn,KAJ Roach,AC McDermott,BCJ Cutting,NM Hauritz,0,0,AJ Finch
MS Wade,DA Warner,MJ Clarke,GJ Maxwell,MEK Hussey,DJ Hussey,GJ Bailey,JL Pattinson,MG Johnson,MA Starc,XJ Doherty,Karim Sadiq
AJ Finch,PJ Hughes,UT Khawaja,GJ Bailey,DJ Hussey,GJ Maxwell,BJ Haddin,MA Starc,CJ McKay,MG Johnson,XJ Doherty,WU Tharanga
AJ Finch,PJ Hughes,GJ Bailey,DJ Hussey,SPD Smith,GJ Maxwell,BCJ Cutting,BJ Haddin,KW Richardson,CJ McKay,XJ Doherty,WU Tharanga
DA Warner,PJ Hughes,MJ Clarke,DJ Hussey,GJ Bailey,MS Wade,MC Henriques,MG Johnson,MA Starc,CJ McKay,XJ Doherty,DPMD Jayawardene
DA Warner,PJ Hughes,MJ Clarke,DJ Hussey,GJ Bailey,MS Wade,MC Henriques,MG Johnson,MA Starc,CJ McKay,XJ Doherty,DPMD Jayawardene
MS Wade,DA Warner,PJ Hughes,GJ Bailey,DJ Hussey,GJ Maxwell,MC Henriques,CJ McKay,MA Starc,MG Johnson,XJ Doherty,DPMD Jayawardene
CH Gayle,KOA Powell,RR Sarwan,DM Bravo,DJ Bravo,KA Pollard,DC Thomas,DJG Sammy,JO Holder,SP Narine,KAJ Roach,GJ Maxwell
AJ Finch,UT Khawaja,PJ Hughes,MJ Clarke,GJ Bailey,MS Wade,GJ Maxwell,JP Faulkner,MG Johnson,CJ McKay,MA Starc,CH Gayle
SR Watson,AJ Finch,PJ Hughes,MJ Clarke,GJ Bailey,GJ Maxwell,MS Wade,JP Faulkner,MG Johnson,CJ McKay,MA Starc,KOA Powell
KOA Powell,J Charles,DM Bravo,DJ Bravo,KA Pollard,N Deonarine,DC Thomas,DJG Sammy,AD Russell,SP Narine,TL Best,SR Watson
SR Watson,PJ Hughes,AJ Finch,SE Marsh,AC Voges,BJ Haddin,JP Faulkner,CJ McKay,MG Johnson,BCJ Cutting,XJ Doherty,J Charles
CR Pedersen,Shehzad Ahmed,A Lambert,Rizwan Mahmood,MR Pedersen,HAM Shah,Aftab Ahmed (2),Bashir Shah,HS Hansen,AB Chawla,L Slebsager,N Mapunda
CR Suryawanshi,CR Kumarage,KB Shinde,AE Paraam,M Arora,C Janik,M Dharmichand,Abhiraj Singh,Saad Janjua,Shoaib Razzak,Amjad Mahboob,SP Khakurel
CR Pedersen,Shehzad Ahmed,A Lambert,Rizwan Mahmood,FA Klokker,MR Pedersen,Aftab Ahmed (2),Bashir Shah,AB Chawla,HS Hansen,L Slebsager,SS Nadkarni
N Mapunda,S Khalifa,AR Patwa,IJ Kikasi,HH Abdallah,K Nassoro,B Mwita,RK Kiseto,KZ Rehmtullah,AM Kimote,ZR Jaboneke,SP Khakurel
N Mapunda,S Khalifa,AR Patwa,IJ Kikasi,ZR Jaboneke,HH Abdallah,K Nassoro,B Mwita,KZ Rehmtullah,RK Kiseto,AM Kimote,Steven Ryan Taylor
Hammadullah Khan,R Madhavan,Suhan Alagaratnam,Shafiq Sharif,Ahmed Faiz Mohammad Noor,Suharril Fetri,Anwar Arudin,Khizar Hayat,Nik Arifin,Hassan Ghulam,Shahrulnizam Yusof,SP Khakurel
CR Pedersen,Shehzad Ahmed,A Lambert,Rizwan Mahmood,FA Klokker,MR Pedersen,Aftab Ahmed (2),Bashir Shah,AB Chawla,L Slebsager,SAN Anjum,CR Suryawanshi
SP Khakurel,AK Mandal,G Malla,P Khadka,PS Airee,B Regmi,S Vesawkar,BK Das,SP Gauchan,S Regmi,A Bhattarai,Steven Ryan Taylor
AR Patwa,S Khalifa,B Mwita,IJ Kikasi,K Nassoro,KZ Rehmtullah,HH Abdallah,RK Kiseto,AM Kimote,N Mapunda,ZR Jaboneke,CR Suryawanshi
SP Khakurel,G Malla,AK Mandal,P Khadka,S Vesawkar,PS Airee,B Regmi,P Baskota,BK Das,SP Gauchan,S Regmi,CR Pedersen
SS Nadkarni,Steven Ryan Taylor,SJ Massiah,Azurdeen Mohammed,A Thyagarajan,AL Dodson,TP Allen,RG Corns,EH Hutchinson,Usman Shuja,Muhammad Ghous,A Mutreja
CR Pedersen,Shehzad Ahmed,A Lambert,Taha Ahmed,Rizwan Mahmood,MR Pedersen,Aftab Ahmed (2),HAM Shah,AB Chawla,Bashir Shah,L Slebsager,CR Suryawanshi
RG Sharma,S Dhawan,V Kohli,KD Karthik,MS Dhoni,SK Raina,RA Jadeja,R Ashwin,B Kumar,UT Yadav,I Sharma,HM Amla
Imran Farhat,Nasir Jamshed,Mohammad Hafeez,Asad Shafiq,Misbah-ul-Haq,Shoaib Malik,Kamran Akmal,Wahab Riaz,Saeed Ajmal,Junaid Khan,Mohammad Irfan,CH Gayle
MDKJ Perera,KC Sangakkara,TM Dilshan,DPMD Jayawardene,LD Chandimal,AD Mathews,HDRL Thirimanne,NLTC Perera,HMRKB Herath,RMS Eranga,SL Malinga,MJ Guptill
CA Ingram,HM Amla,F du Plessis,AB de Villiers,JP Duminy,DA Miller,R McLaren,RJ Peterson,CH Morris,AM Phangiso,LL Tsotsobe,Imran Farhat
CH Gayle,J Charles,DM Bravo,MN Samuels,RR Sarwan,DJ Bravo,KA Pollard,DJG Sammy,SP Narine,R Rampaul,KAJ Roach,RG Sharma
AN Cook,IR Bell,IJL Trott,JE Root,EJG Morgan,RS Bopara,JC Buttler,TT Bresnan,SCJ Broad,JM Anderson,GP Swann,MDKJ Perera
CA Ingram,HM Amla,AB de Villiers,JP Duminy,F du Plessis,DA Miller,R McLaren,RJ Peterson,LL Tsotsobe,DW Steyn,CH Morris,CH Gayle
Nasir Jamshed,Kamran Akmal,Mohammad Hafeez,Asad Shafiq,Misbah-ul-Haq,Shoaib Malik,Umar Amin,Wahab Riaz,Saeed Ajmal,Junaid Khan,Mohammad Irfan,RG Sharma
AN Cook,IR Bell,IJL Trott,JE Root,EJG Morgan,JC Buttler,RS Bopara,TT Bresnan,SCJ Broad,JC Tredwell,JM Anderson,MJ Guptill
MDKJ Perera,KC Sangakkara,TM Dilshan,HDRL Thirimanne,DPMD Jayawardene,AD Mathews,LD Chandimal,KMDN Kulasekara,HMRKB Herath,SL Malinga,RMS Eranga,SR Watson
JK Vifah,KF Bakiweyem,JH Mensah,SK Awiah,O Harvey,MK Anafie,IKO Aboagye,PK Ananya,KS Bagabena,A Kind-David,V Ateak,D Smith
J Shearer,NA Miyaji,A Patmore,D Mee,M Kobayashi,M Hanif Khan,K Ogawa,T Chino,T Hagihara,N Miyaji,S Nakano,B Luitel
Kumar Subba,D Dorji,SR Gurung,S Tobgay,J Singye,Manoj Adhikari,S Pradhan,P Wangdi,B Wakhley,L Yonten,DK Subba,S Cotter
L Natapei,MJ Avok,J Dunn,A Mansale,N Nipiko,PK Matautaava,T Langa,SH Obed,SW Kalworai,JW Chilia,K Tari,KF Bakiweyem
A Patmore,F Uegaki,D Mee,T Chino,M Kobayashi,J Shearer,NA Miyaji,N Miyaji,T Hagihara,M Taniyama,S Nakano,N Shah
Zeeshan Shehzad Siddiqui,Safir Hayat,E Ul Haq,M Shahbaz Butt,Shahid Ahmed,Ali Saleem,Tafseer Ali,UH Sahi,Babar Shahzad,Waheed Aamir,Wasim Tahir,S Cotter
